order_id,order_date,category,order_value_inr
OD100232,2023-12-18 05:01:14,Home & Kitchen,15621.06
OD100029,2023-12-18 06:26:04,Fashion,4602.69
OD101254,2023-12-18 07:53:01,Fashion,667.78
OD100486,2023-12-18 23:58:38,Mobiles,4238.32
OD101005,2023-12-19 00:11:53,Fashion,2346.11
OD100831,2023-12-19 02:41:51,Mobiles,7864.0
OD100488,2023-12-19 03:52:54,Fashion,991.6
OD101424,2023-12-19 05:49:17,Fashion,4797.04
OD100409,2023-12-19 15:12:55,Electronics,619.17
OD100569,2023-12-20 01:06:20,Electronics,2116.79
OD100195,2023-12-20 04:16:22,Mobiles,3885.59
OD100178,2023-12-20 07:58:00,Mobiles,5398.96
OD101349,2023-12-20 10:13:33,Fashion,1968.99
OD101181,2023-12-20 15:26:50,Home & Kitchen,1975.0
OD100746,2023-12-20 21:19:44,Mobiles,1591.11
OD101116,2023-12-21 10:33:03,Fashion,1416.39
OD100807,2023-12-23 04:11:22,Mobiles,1047.41
OD100356,2023-12-23 04:29:35,Electronics,433.44
OD100209,2023-12-23 06:01:13,Electronics,5108.72
OD100499,2023-12-23 12:01:46,Mobiles,488.72
OD101397,2023-12-23 14:38:24,Mobiles,1357.12
OD100308,2023-12-23 19:05:04,Mobiles,2088.14
OD100376,2023-12-23 20:13:39,Mobiles,854.41
OD100743,2023-12-23 21:06:39,Electronics,793.19
OD101208,2023-12-24 03:51:53,Home & Kitchen,2735.33
OD100523,2023-12-24 13:23:23,Mobiles,6814.79
OD100367,2023-12-25 04:42:23,Mobiles,2638.65
OD100119,2023-12-25 11:03:56,Mobiles,1511.11
OD100559,2023-12-26 00:43:47,Beauty,922.89
OD101214,2023-12-26 06:31:31,Mobiles,472.42
OD101273,2023-12-26 10:26:09,Home & Kitchen,1240.74
OD100638,2023-12-26 22:41:51,Mobiles,756.77
OD100388,2023-12-27 11:41:22,Beauty,347.79
OD101004,2023-12-28 04:20:52,Electronics,14978.63
OD101378,2023-12-28 07:02:27,Home & Kitchen,1123.91
OD100489,2023-12-28 11:15:13,Mobiles,8385.69
OD100205,2023-12-29 03:16:02,Home & Kitchen,2429.53
OD100703,2023-12-29 03:30:33,Fashion,3091.22
OD100300,2023-12-30 04:11:31,Mobiles,2015.4
OD101335,2023-12-30 22:22:00,Electronics,1831.72
